order_id,customer_id,product,amount,order_date,status
O00704,C0078,Desk Lamp,155.66,2025-05-13,PENDING
O00203,C0109,Pen Set,45.44,09-10-2024,Cancelled
O00178,C0040,Wireless Mouse,85.07,2025-09-10,Complete
O00257,C0092,External SSD,130.39,04-04-2024,Cancelled
O00988,C0106,Tablet Stand,95.15,04-03-2024,Pending
O00945,C0096,Wireless Mouse,41.56,2023-11-20,done
O00410,C0031,Phone Case,75.96,02/03/2023,CANCELLED
O00982,C0129,Monitor,1411.18,20/04/2025,REFUNDED
O00447,C0056,Mouse Pad,35.35,2023-03-18,cancel
O00508,C0087,Surge Protector,33.13,07-27-2025,REFUNDED
O00829,C0116,Earbuds,,2024-01-10,CANCELLED
O00764,C0164,Earbuds,60.17,2025-07-14,PENDING
O00479,C0080,Power Bank,52.58,23/01/2023,refunded
O00302,C0122,Power Bank,170.93,2025-10-27,done
O00668,C0167,Bluetooth Speaker,376.01,2024-01-26,cancel
O00565,C0164,Tablet Stand,98.06,12/08/2024,Completed
O00726,C0088,Headphones,618.93,10-01-2023,refunded
O00357,C0060,Keyboard,155.35,10/05/2025,refunded
O00095,C0159,Phone Case,77.94,02/10/2023,PENDING
O00205,C0077,Whiteboard,52.03,07-20-2024,Pending
O00494,C0023,Power Bank,74.38,2024-01-14,Pending
O00281,C0026,Desk Lamp,196.7,22/09/2025,PENDING
O00275,C0073,Cable Organizer,68.5,05/03/2023,Completed
O00130,C0015,Bluetooth Speaker,108.11,23/04/2023,COMPLETED
O00963,C0128,Monitor,1402.8,2023-11-27,canceled
O00709,C0043,Marker Set,18.29,09-24-2024,REFUNDED
O00746,C0050,Earbuds,130.91,12/05/2025,cancel
O00086,C0057,External SSD,364.75,2025-10-21,completed
O00226,C0068,Mouse Pad,27.93,2023-11-25,Complete
O00142,C0053,Mouse Pad,29.48,10-19-2023,pending
O00336,C0077,Webcam,,07-22-2023,Complete
O00986,C0026,Tablet Stand,107.54,16/08/2024,cancel
O00223,C0013,Marker Set,14.41,01/06/2024,Complete
O00921,C0092,Bluetooth Speaker,269.39,08-06-2023,Cancelled
O00118,C0109,Marker Set,24.92,07-02-2023,refunded
O00374,C0165,Pen Set,60.11,2024-06-08,cancelled
O00888,C0132,Notebook,11.56,2025-02-03,Completed
O00222,C0097,Tablet Stand,89.25,04-09-2023,completed
O00157,C0123,Standing Desk,2003.56,20/10/2024,completed
O00780,C0007,Phone Case,36.72,2024-08-04,Refunded
O00525,C0059,Monitor,713.42,2025-02-08,refund
O00531,C0064,Bluetooth Speaker,275.83,11-02-2023,CANCELLED
O00024,C0061,External SSD,378.82,24/01/2023,Completed
O00549,C0159,Phone Case,102.08,2023-11-11,pending
O00031,C0015,Standing Desk,2011.78,14/02/2023,completed
O00621,C0113,Backpack,,02-06-2025,pend
O00198,C0102,Tablet Stand,37.02,09-28-2025,refunded
O00125,C0062,HDMI Cable,71.73,25/01/2023,done
O00949,C0109,Whiteboard,188.81,24/10/2025,CANCELLED
O00261,C0048,Phone Case,,07-25-2024,COMPLETED
O00760,C0012,Cable Organizer,89.63,2024-08-25,pending
O00535,C0150,Laptop,4006.55,2025-04-10,canceled
O00163,C0010,Keyboard,80.81,2025-09-05,Complete
O00006,C0150,Desk Lamp,49.91,04-11-2024,refunded
O00560,C0107,External SSD,359.06,05-18-2025,done
O00615,C0109,Tablet Stand,25.04,01/03/2023,Pending
O00629,C0165,Tablet Stand,60.73,2023-10-06,PENDING
O00496,C0066,Phone Case,,06/03/2025,Pending
O00356,C0013,Standing Desk,499.64,2024-07-05,completed
O00352,C0002,Standing Desk,1499.68,14/06/2025,Cancelled
O01000,C0054,Whiteboard,184.34,2025-07-12,completed
O00121,C0106,Power Bank,156.46,2023-07-25,refund
O00033,C0121,Wireless Mouse,95.19,10/05/2025,Cancelled
O00876,C0071,Laptop,1004.42,2025-02-14,refunded
